src_ip,dst_ip,ran_ngap_ue_id,label,timestamp_seq,direc_seq,procedurecode_seq,ngap_type_seq,nas_sec_seq,nas_type_seq,cell_id_seq,tac_seq,time_seq,seq_no,ue_status,establish_cause,nRencryption,nRintegrityProtection,eUTRAencryption,eUTRAintegrityProtection,mmfor,reg_type,tsc,nas_key_set_id,mcc,mnc,supi_fmt,type_id,nssaa_perf,sms_all,reg_result,mpsi,iwk_n26,emf,emc,vops_n3gpp,vops_3gpp,up_ciot,iphc_cp_ciot,n3_data,cp_ciot,restrictec,mcsi,emcn3,mm_cause,switch_off,re_reg_req,acc_type,serv_type,abba,cipher_alg,integrity_alg,max_data_rate_ul,max_data_rate_dl,sel_sc_mode,pdu_session_type,sm_cause,cause_nas,timezone
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012328863143920898, 0.013965845108032227, 3.0171499252319336, 3.0294878482818604, 3.031453847885132, 6.035369873046875, 6.048410892486572, 6.049945831298828, 9.05256199836731, 9.06480598449707, 9.066329956054688, 12.061590909957886, 12.073267936706543, 12.074951887130737, 15.078835010528564, 15.094844818115234, 15.098979949951172]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 12, 12, 13, 13, 14, 14, 15, 15, 16, 16, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012434005737304688, 0.013944149017333984, 3.007167100906372, 3.0202109813690186, 3.0223050117492676, 6.0257580280303955, 6.038663148880005, 6.040417194366455, 9.04270315170288, 9.055454015731812, 9.057239055633545, 12.061450004577637, 12.074592113494873, 12.079215049743652, 15.08212399482727, 15.095985174179077, 15.09786605834961]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 18, 18, 19, 19, 20, 20, 21, 21, 22, 22, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012576103210449219, 0.014324188232421875, 3.0174341201782227, 3.0341670513153076, 3.0358521938323975, 6.028807163238525, 6.043783187866211, 6.0453410148620605, 9.03919506072998, 9.055675029754639, 9.058032035827637, 12.061568021774292, 12.074448108673096, 12.076146125793457, 15.069253206253052, 15.082957983016968, 15.084640979766846]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 24, 24, 25, 25, 26, 26, 27, 27, 28, 28, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012776851654052734, 0.014558076858520508, 3.0193920135498047, 3.03330397605896, 3.034942865371704, 6.039520978927612, 6.0552990436553955, 6.056972980499268, 9.061084032058716, 9.07489800453186, 9.078863859176636, 12.086291074752808, 12.099820852279663, 12.104156017303467, 15.108593940734863, 15.121785879135132, 15.123749017715454]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 29, 30, 30, 31, 31, 32, 32, 33, 33, 34, 34, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.023804903030395508, 0.025581836700439453, 3.030256986618042, 3.045480966567993, 3.0502798557281494, 6.043537855148315, 6.057571887969971, 6.059119939804077, 9.05349588394165, 9.067768812179565, 9.069538831710815, 12.063222885131836, 12.077585935592651, 12.079137802124023, 15.073970794677734, 15.099839925765991, 15.103809833526611]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 35, 36, 36, 37, 37, 38, 38, 39, 39, 40, 40, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.015508890151977539, 0.017239093780517578, 0.028955936431884766, 0.03217911720275879, 0.0403139591217041, 0.04128599166870117, 0.04140806198120117, 0.04298806190490723, 3.037977933883667, 3.0529329776763916, 3.0579030513763428, 6.06281590461731, 6.077368974685669, 6.079531908035278, 9.08159589767456, 9.096585988998413, 9.098294973373413]","[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[15, 4, 46, 4, 46, 14, 14, 44, 46, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[15, 4, 46, 4, 46, 82, 83, 44, 46, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[0, 0, 0, 3, 0, 4, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[0, 21, 22, 28, 29, 0, 1, 2, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 2, 2, 3, 3, 4, 4, -1, -1, -1, -1, -1, -1, -1, -1]",1,3,57344,57344,57344,57344,1,0,0,3,208,95,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,2,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.015400886535644531, 0.017318010330200195, 3.0207459926605225, 3.0499439239501953, 3.0515329837799072, 6.04748797416687, 6.065790891647339, 6.069863796234131, 9.066741943359375, 9.08336591720581, 9.08772587776184, 12.093080997467041, 12.10676884651184, 12.111011028289795, 15.10490083694458, 15.128360986709595, 15.130760908126831]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012328863143920898, 0.013965845108032227, 3.0171499252319336, 3.0294878482818604, 3.031453847885132, 6.035369873046875, 6.048410892486572, 6.049945831298828, 9.05256199836731, 9.06480598449707, 9.066329956054688, 12.061590909957886, 12.073267936706543, 12.074951887130737, 15.078835010528564, 15.094844818115234, 15.098979949951172]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 12, 12, 13, 13, 14, 14, 15, 15, 16, 16, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012434005737304688, 0.013944149017333984, 3.007167100906372, 3.0202109813690186, 3.0223050117492676, 6.0257580280303955, 6.038663148880005, 6.040417194366455, 9.04270315170288, 9.055454015731812, 9.057239055633545, 12.061450004577637, 12.074592113494873, 12.079215049743652, 15.08212399482727, 15.095985174179077, 15.09786605834961]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 18, 18, 19, 19, 20, 20, 21, 21, 22, 22, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012576103210449219, 0.014324188232421875, 3.0174341201782227, 3.0341670513153076, 3.0358521938323975, 6.028807163238525, 6.043783187866211, 6.0453410148620605, 9.03919506072998, 9.055675029754639, 9.058032035827637, 12.061568021774292, 12.074448108673096, 12.076146125793457, 15.069253206253052, 15.082957983016968, 15.084640979766846]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 24, 24, 25, 25, 26, 26, 27, 27, 28, 28, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012776851654052734, 0.014558076858520508, 3.0193920135498047, 3.03330397605896, 3.034942865371704, 6.039520978927612, 6.0552990436553955, 6.056972980499268, 9.061084032058716, 9.07489800453186, 9.078863859176636, 12.086291074752808, 12.099820852279663, 12.104156017303467, 15.108593940734863, 15.121785879135132, 15.123749017715454]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 29, 30, 30, 31, 31, 32, 32, 33, 33, 34, 34, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.023804903030395508, 0.025581836700439453, 3.030256986618042, 3.045480966567993, 3.0502798557281494, 6.043537855148315, 6.057571887969971, 6.059119939804077, 9.05349588394165, 9.067768812179565, 9.069538831710815, 12.063222885131836, 12.077585935592651, 12.079137802124023, 15.073970794677734, 15.099839925765991, 15.103809833526611]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 35, 36, 36, 37, 37, 38, 38, 39, 39, 40, 40, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.055149078369140625, 0.05808115005493164, 0.058103084564208984, 0.05811500549316406, 0.05812716484069824, 0.05822110176086426, 0.05825614929199219, 0.058271169662475586, 0.05829215049743652, 1610.501382112503, 1610.5116879940033, 1610.5214869976044, 1610.5219011306763, 1610.5360131263733, 1610.7352621555328, 1611.522087097168, 1611.5375270843506]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]","[46, 29, 29, 29, 29, 29, 29, 29, 29, 29, 15, 15, 4, 15, 4, 4, 4, 15]","[46, 84, 85, 85, 85, 85, 85, 85, 85, 85, 15, 15, 4, 15, 4, 4, 4, 15]","[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1]","[38, 128, 39, 129, 0, 0, 21, 0, 21, 21, 21, 0, 21, -1, -1, -1, -1, -1]","[3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,3,-1,-1,-1,-1,1,1,0,0,208,95,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.016016006469726562, 0.1075890064239502, 0.1235799789428711, 1.1022379398345947, 1.1022679805755615, 1.1127359867095947, 1.1212260723114014, 1.122068166732788, 1.137078046798706, 1.337118148803711, 2.1241061687469482, 2.142348051071167, 3.1211321353912354, 3.1376631259918213, 3.229375123977661, 3.2453901767730713, 4.223560094833374]","[1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[15, 4, 15, 4, 15, 15, 15, 4, 15, 4, 4, 4, 15, 4, 15, 4, 15, 4]","[15, 4, 15, 4, 15, 15, 15, 4, 15, 4, 4, 4, 15, 4, 15, 4, 15, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 21, 0, 21, 0, 0, 0, 21, 0, 21, 21, 21, 0, 21, 0, 21, 0, 21]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,3,-1,-1,-1,-1,1,1,0,0,208,95,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.010128021240234375, 0.01922297477722168, 0.0199129581451416, 0.03266096115112305, 0.23253393173217773, 1.0194671154022217, 1.0565810203552246, 2.0248420238494873, 2.0404269695281982, 2.1219899654388428, 2.13702392578125, 3.1263251304626465, 3.126352071762085, 3.1365840435028076, 3.1407151222229004, 3.1517441272735596, 3.1546249389648438]","[1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1]","[15, 15, 4, 15, 4, 4, 4, 15, 4, 15, 4, 15, 4, 15, 15, 15, 4, 15]","[15, 15, 4, 15, 4, 4, 4, 15, 4, 15, 4, 15, 4, 15, 15, 15, 4, 15]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 21, 0, 21, 21, 21, 0, 21, 0, 21, 0, 21, 0, 0, 0, 21, 0]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,3,-1,-1,-1,-1,1,1,0,0,208,95,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
192.168.3.11,192.168.3.10,2,1,"[0.0, -3579497.0656790733, -3579497.056185007, -3579496.8562579155, -3579496.855828047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[4, 4, 46, 4, 41, 41, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[4, 4, 46, 4, 86, 87, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 2, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[21, 21, 4, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,-1
